<DATE>	<TIME>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2021.04.10	03:00:00	2063.91	2071.32	2053.93	2063.53	3082	0	400
2021.04.10	04:00:00	2063.53	2093.78	2057.19	2093.77	5206	0	400
2021.04.10	05:00:00	2093.79	2114.55	2085.19	2112.92	5789	0	400
2021.04.10	06:00:00	2112.92	2145.95	2112.50	2140.75	5605	0	428
2021.04.10	07:00:00	2140.75	2189.32	2140.30	2185.87	5069	0	416
2021.04.10	08:00:00	2185.87	2193.07	2152.80	2167.39	4118	0	400
2021.04.10	09:00:00	2167.49	2181.56	2161.02	2163.75	3065	0	412
2021.04.10	10:00:00	2163.75	2170.56	2148.03	2160.81	4170	0	400
2021.04.10	11:00:00	2160.81	2174.32	2154.17	2159.00	5849	0	400
2021.04.10	12:00:00	2159.00	2164.94	2156.01	2162.32	4547	0	400
2021.04.10	13:00:00	2162.75	2172.94	2145.99	2159.92	7561	0	400
2021.04.10	14:00:00	2159.81	2162.62	2151.85	2156.90	4718	0	400
2021.04.10	15:00:00	2156.79	2162.87	2125.72	2139.62	5539	0	400
2021.04.10	16:00:00	2139.62	2156.22	2130.21	2155.12	6013	0	406
2021.04.11	00:00:00	2087.30	2112.35	2086.85	2111.64	2179	0	404
2021.04.11	01:00:00	2111.64	2120.14	2106.45	2107.12	3783	0	400
2021.04.11	02:00:00	2107.46	2139.10	2104.28	2131.62	9576	0	400
2021.04.11	03:00:00	2131.62	2142.90	2119.53	2132.95	7975	0	400
2021.04.11	04:00:00	2132.85	2149.67	2124.78	2149.36	7152	0	400
2021.04.11	05:00:00	2149.24	2151.80	2140.44	2149.85	9239	0	400
2021.04.11	06:00:00	2149.86	2154.65	2141.23	2141.76	6575	0	400
2021.04.11	07:00:00	2141.76	2144.60	2123.56	2127.23	5945	0	400
2021.04.11	08:00:00	2127.22	2133.27	2110.96	2119.29	7539	0	400
2021.04.11	09:00:00	2119.21	2133.52	2109.25	2125.59	7880	0	404
2021.04.11	10:00:00	2125.60	2130.54	2115.13	2127.47	4579	0	400
2021.04.11	11:00:00	2127.47	2144.02	2127.47	2140.27	7500	0	400
2021.04.11	12:00:00	2140.27	2145.34	2121.54	2135.70	5797	0	413
2021.04.11	13:00:00	2135.70	2157.08	2131.21	2137.05	5891	0	408
2021.04.11	14:00:00	2137.04	2149.05	2131.05	2143.40	5805	0	402
2021.04.11	15:00:00	2143.48	2149.04	2130.96	2142.98	5609	0	400
2021.04.11	16:00:00	2143.10	2144.24	2118.18	2123.18	4806	0	405
2021.04.11	17:00:00	2123.18	2139.21	2119.43	2137.45	9601	0	400
2021.04.11	18:00:00	2137.45	2151.42	2137.45	2144.91	7558	0	400
2021.04.11	19:00:00	2145.02	2152.57	2130.00	2133.15	5916	0	400
2021.04.11	20:00:00	2133.30	2146.09	2126.33	2145.28	6491	0	400
2021.04.11	21:00:00	2145.28	2150.09	2140.22	2147.52	5691	0	400
2021.04.11	22:00:00	2147.52	2161.65	2133.11	2139.43	7749	0	400
2021.04.11	23:00:00	2139.43	2145.97	2135.68	2139.91	6353	0	400
2021.04.12	00:00:00	2142.14	2142.14	2125.31	2130.67	830	0	400
2021.04.12	01:00:00	2130.67	2143.28	2121.01	2142.82	4335	0	400
2021.04.12	02:00:00	2142.98	2149.14	2134.82	2148.54	7924	0	400
2021.04.12	03:00:00	2148.54	2158.63	2130.37	2135.53	5831	0	400
2021.04.12	04:00:00	2135.64	2150.12	2134.63	2141.82	9547	0	400
2021.04.12	05:00:00	2141.82	2142.28	2126.70	2132.39	5487	0	400
2021.04.12	06:00:00	2132.37	2150.24	2130.82	2145.48	6771	0	400
2021.04.12	07:00:00	2146.03	2161.11	2146.01	2148.52	8509	0	400
2021.04.12	08:00:00	2148.52	2152.59	2140.79	2146.16	4900	0	400
2021.04.12	09:00:00	2146.26	2185.56	2139.48	2181.31	8265	0	400
2021.04.12	10:00:00	2181.31	2197.25	2174.38	2178.07	7488	0	415
2021.04.12	11:00:00	2178.07	2187.96	2174.26	2180.42	6936	0	400
2021.04.12	12:00:00	2180.42	2183.19	2125.18	2141.45	8683	0	400
2021.04.12	13:00:00	2141.43	2154.74	2114.47	2134.82	11028	0	446
2021.04.12	14:00:00	2134.82	2149.94	2129.20	2147.12	10363	0	400
2021.04.12	15:00:00	2147.14	2154.13	2137.52	2153.45	8748	0	404
2021.04.12	16:00:00	2154.11	2159.23	2146.31	2148.52	5780	0	400
2021.04.12	17:00:00	2148.52	2149.69	2125.38	2126.31	7813	0	400
2021.04.12	18:00:00	2126.75	2134.67	2110.96	2118.66	9344	0	419
2021.04.12	19:00:00	2118.22	2133.56	2097.37	2125.77	8750	0	400
2021.04.12	20:00:00	2125.32	2128.70	2115.20	2116.80	7849	0	400
2021.04.12	21:00:00	2117.00	2137.45	2110.79	2135.68	6761	0	400
2021.04.12	22:00:00	2135.68	2142.63	2131.16	2138.93	6583	0	400
2021.04.12	23:00:00	2138.99	2149.02	2133.38	2144.43	6864	0	400
2021.04.13	00:00:00	2142.68	2145.82	2133.44	2142.91	4121	0	400
2021.04.13	01:00:00	2142.92	2148.61	2135.92	2147.47	4989	0	400
2021.04.13	02:00:00	2147.46	2148.44	2133.67	2134.99	6799	0	400
2021.04.13	03:00:00	2134.37	2157.83	2132.78	2156.25	8875	0	400
2021.04.13	04:00:00	2156.57	2169.16	2146.26	2161.74	6711	0	400
2021.04.13	05:00:00	2161.74	2168.65	2158.15	2165.04	6865	0	400
2021.04.13	06:00:00	2165.04	2173.28	2157.43	2159.08	6681	0	400
2021.04.13	07:00:00	2159.06	2167.18	2154.89	2160.64	5738	0	400
2021.04.13	08:00:00	2160.65	2165.91	2156.70	2160.89	6429	0	400
2021.04.13	09:00:00	2161.00	2188.94	2147.28	2155.84	8121	0	404
2021.04.13	10:00:00	2155.63	2169.70	2146.98	2160.85	9000	0	400
2021.04.13	11:00:00	2160.85	2217.93	2160.85	2216.60	8988	0	432
2021.04.13	12:00:00	2216.60	2219.79	2191.23	2212.16	9666	0	400
2021.04.13	13:00:00	2212.18	2217.70	2202.79	2211.26	10307	0	400
2021.04.13	14:00:00	2211.26	2228.27	2206.24	2226.93	6811	0	400
2021.04.13	15:00:00	2226.94	2230.51	2216.21	2227.56	7969	0	400
2021.04.13	16:00:00	2227.67	2231.13	2217.98	2226.25	5369	0	400
2021.04.13	17:00:00	2226.25	2261.72	2222.35	2260.19	6750	0	400
2021.04.13	18:00:00	2260.13	2277.13	2241.48	2275.04	6923	0	439
2021.04.13	19:00:00	2274.74	2293.09	2263.86	2269.06	7356	0	400
2021.04.13	20:00:00	2269.03	2310.76	2266.23	2308.51	7852	0	400
2021.04.13	21:00:00	2308.24	2314.94	2252.64	2260.44	8847	0	438
2021.04.13	22:00:00	2260.57	2302.67	2260.26	2294.62	7909	0	414
2021.04.13	23:00:00	2294.62	2306.20	2281.34	2300.01	8086	0	408
2021.04.14	00:00:00	2299.60	2299.60	2274.20	2279.70	4756	0	439
2021.04.14	01:00:00	2279.71	2287.16	2264.35	2282.26	4469	0	400
2021.04.14	02:00:00	2282.26	2304.33	2280.68	2297.73	8100	0	400
2021.04.14	03:00:00	2297.46	2309.53	2287.66	2297.07	6377	0	400
2021.04.14	04:00:00	2297.07	2299.65	2281.31	2291.11	7809	0	405
2021.04.14	05:00:00	2291.11	2294.83	2279.82	2294.57	9027	0	400
2021.04.14	06:00:00	2294.57	2349.77	2289.44	2345.86	8802	0	400
2021.04.14	07:00:00	2345.86	2374.68	2339.12	2370.06	7682	0	403
2021.04.14	08:00:00	2370.14	2388.19	2352.20	2359.74	8689	0	420
2021.04.14	09:00:00	2359.73	2400.71	2351.79	2387.12	8821	0	410
2021.04.14	10:00:00	2387.25	2392.00	2369.65	2370.19	7450	0	401
2021.04.14	11:00:00	2369.96	2385.14	2327.70	2345.01	9365	0	400
2021.04.14	12:00:00	2345.01	2360.33	2307.72	2341.57	9968	0	417
2021.04.14	13:00:00	2341.57	2361.29	2331.88	2359.48	8026	0	409
2021.04.14	14:00:00	2359.48	2392.34	2357.89	2388.37	9812	0	400
2021.04.14	15:00:00	2388.37	2392.78	2346.65	2356.95	9722	0	409
2021.04.14	16:00:00	2356.95	2387.70	2348.00	2354.00	9786	0	478
2021.04.14	17:00:00	2354.01	2354.01	2290.55	2325.05	9629	0	459
2021.04.14	18:00:00	2324.94	2363.14	2316.16	2347.16	9045	0	448
2021.04.14	19:00:00	2346.15	2384.62	2336.48	2371.51	8473	0	448
2021.04.14	20:00:00	2371.51	2382.65	2318.50	2326.12	9211	0	440
2021.04.14	21:00:00	2326.13	2350.92	2297.70	2334.12	10846	0	497
2021.04.14	22:00:00	2334.21	2348.69	2303.79	2331.82	9661	0	439
2021.04.14	23:00:00	2331.81	2369.45	2319.00	2364.46	8043	0	414
2021.04.15	00:00:00	2366.24	2426.72	2366.24	2422.08	6335	0	457
2021.04.15	01:00:00	2422.09	2435.50	2408.49	2423.84	6955	0	430
2021.04.15	02:00:00	2423.72	2444.15	2410.96	2430.01	6340	0	422
2021.04.15	03:00:00	2429.86	2448.32	2412.30	2412.44	5974	0	482
2021.04.15	04:00:00	2412.99	2426.21	2396.56	2416.10	7596	0	416
2021.04.15	05:00:00	2416.10	2435.72	2399.45	2421.42	8366	0	471
2021.04.15	06:00:00	2421.53	2477.49	2412.60	2473.99	8141	0	433
2021.04.15	07:00:00	2473.99	2476.80	2445.98	2447.40	6974	0	400
2021.04.15	08:00:00	2447.40	2474.22	2443.34	2467.31	6220	0	400
2021.04.15	09:00:00	2467.31	2478.63	2455.14	2461.94	5780	0	418
2021.04.15	10:00:00	2461.94	2476.64	2455.91	2467.47	6355	0	400
2021.04.15	11:00:00	2466.95	2484.18	2428.87	2433.55	7685	0	408
2021.04.15	12:00:00	2433.55	2456.69	2429.61	2447.19	8636	0	450
2021.04.15	13:00:00	2447.07	2456.79	2407.34	2410.78	7318	0	440
2021.04.15	14:00:00	2410.78	2434.02	2401.29	2426.27	6061	0	406
2021.04.15	15:00:00	2426.40	2440.56	2420.73	2437.79	6580	0	400
2021.04.15	16:00:00	2437.79	2471.76	2433.76	2466.11	9058	0	403
2021.04.15	17:00:00	2466.11	2477.71	2450.10	2461.95	9328	0	439
2021.04.15	18:00:00	2461.96	2470.73	2448.21	2461.19	9530	0	416
2021.04.15	19:00:00	2460.97	2483.00	2450.38	2452.67	7129	0	442
2021.04.15	20:00:00	2452.68	2459.54	2431.98	2458.56	6602	0	428
2021.04.15	21:00:00	2458.56	2472.32	2449.86	2467.84	6901	0	400
2021.04.15	22:00:00	2467.84	2491.46	2458.41	2478.94	6385	0	400
2021.04.15	23:00:00	2478.94	2500.78	2478.55	2498.03	6079	0	406
2021.04.16	00:00:00	2498.41	2498.46	2482.47	2497.09	3988	0	400
2021.04.16	01:00:00	2497.09	2540.40	2489.37	2527.24	9510	0	410
2021.04.16	02:00:00	2527.47	2544.32	2503.68	2515.29	8536	0	400
2021.04.16	03:00:00	2515.29	2546.73	2515.29	2529.22	9554	0	405
2021.04.16	04:00:00	2529.22	2535.14	2474.77	2506.05	9697	0	434
2021.04.16	05:00:00	2506.05	2518.80	2482.03	2488.41	8314	0	416
2021.04.16	06:00:00	2488.41	2509.43	2478.95	2498.25	8657	0	430
2021.04.16	07:00:00	2498.25	2498.88	2415.34	2420.38	10181	0	401
2021.04.16	08:00:00	2420.38	2454.44	2405.77	2419.80	11958	0	428
2021.04.16	09:00:00	2421.13	2421.13	2370.30	2415.23	10916	0	496
2021.04.16	10:00:00	2415.23	2432.80	2389.94	2423.78	8496	0	400
2021.04.16	11:00:00	2423.79	2448.89	2410.39	2417.11	8812	0	433
2021.04.16	12:00:00	2417.11	2419.33	2358.79	2381.65	10916	0	488
2021.04.16	13:00:00	2381.76	2402.51	2346.27	2350.82	10016	0	444
2021.04.16	14:00:00	2350.01	2383.31	2325.45	2382.97	10000	0	421
2021.04.16	15:00:00	2382.30	2398.78	2360.68	2379.40	10409	0	412
2021.04.16	16:00:00	2379.75	2409.98	2300.81	2349.79	10635	0	410
2021.04.16	17:00:00	2352.56	2422.94	2346.89	2410.55	9645	0	429
2021.04.16	18:00:00	2410.68	2440.03	2394.70	2431.44	9221	0	429
2021.04.16	19:00:00	2430.73	2437.84	2403.97	2429.66	9432	0	417
2021.04.16	20:00:00	2429.66	2442.99	2416.94	2426.14	9418	0	400
2021.04.16	21:00:00	2426.14	2440.01	2401.60	2433.79	7893	0	429
2021.04.16	22:00:00	2433.79	2439.01	2403.08	2432.16	8338	0	425
2021.04.16	23:00:00	2432.82	2461.53	2423.79	2455.38	8668	0	400
2021.04.17	01:00:00	2446.00	2456.24	2420.23	2420.89	6834	0	400
2021.04.17	02:00:00	2420.90	2434.83	2417.55	2424.09	8642	0	400
2021.04.17	03:00:00	2423.58	2475.04	2423.43	2450.37	8539	0	415
2021.04.17	09:00:00	2480.50	2484.04	2464.22	2468.25	6726	0	400
2021.04.17	10:00:00	2468.25	2475.70	2451.20	2462.46	7172	0	409
2021.04.17	11:00:00	2462.53	2475.78	2460.38	2469.06	9969	0	400
2021.04.17	12:00:00	2468.63	2470.78	2419.70	2435.72	9408	0	400
2021.04.17	13:00:00	2435.93	2443.20	2408.66	2418.58	9114	0	407
2021.04.17	14:00:00	2418.57	2428.89	2390.32	2408.78	11146	0	418
2021.04.17	15:00:00	2408.99	2417.27	2384.34	2411.75	9124	0	416
2021.04.17	16:00:00	2411.43	2412.98	2370.85	2405.18	9039	0	400
2021.04.18	00:00:00	2387.50	2394.61	2377.89	2388.56	6272	0	400
2021.04.18	01:00:00	2388.58	2394.66	2363.85	2377.14	9426	0	400
2021.04.18	02:00:00	2377.15	2384.84	2311.73	2315.59	7697	0	405
2021.04.18	03:00:00	2314.12	2339.14	2243.50	2282.34	7523	0	461
2021.04.18	04:00:00	2282.34	2307.39	2253.82	2283.02	7629	0	484
2021.04.18	05:00:00	2284.20	2295.68	2241.23	2253.02	8073	0	523
2021.04.18	06:00:00	2253.02	2268.60	1947.05	2172.59	11282	0	565
2021.04.18	07:00:00	2174.78	2213.19	2139.44	2150.49	8455	0	400
2021.04.18	08:00:00	2150.47	2189.93	2142.80	2177.16	6135	0	490
2021.04.18	09:00:00	2177.16	2213.11	2169.89	2191.55	8527	0	416
2021.04.18	10:00:00	2191.99	2231.85	2189.44	2210.34	4976	0	450
2021.04.18	11:00:00	2210.55	2222.58	2127.65	2137.33	6878	0	480
2021.04.18	12:00:00	2137.45	2155.58	2082.65	2117.57	9684	0	494
2021.04.18	13:00:00	2117.57	2146.09	2096.81	2120.88	9707	0	541
2021.04.18	14:00:00	2121.55	2141.32	2038.54	2050.79	7226	0	413
2021.04.18	15:00:00	2051.13	2108.73	2044.58	2101.65	12410	0	458
2021.04.18	16:00:00	2102.43	2126.65	2085.05	2119.48	11158	0	440
2021.04.18	17:00:00	2119.81	2152.34	2113.33	2130.12	8550	0	439
2021.04.18	18:00:00	2130.12	2151.46	2118.61	2145.94	6760	0	485
2021.04.18	19:00:00	2145.94	2182.60	2141.28	2162.03	8875	0	476
2021.04.18	20:00:00	2162.03	2170.09	2135.38	2145.41	7470	0	414
2021.04.18	21:00:00	2145.63	2177.37	2136.19	2168.48	6296	0	408
2021.04.18	22:00:00	2168.59	2195.74	2168.59	2189.58	8768	0	410
2021.04.18	23:00:00	2189.69	2227.96	2187.87	2221.31	6408	0	404
2021.04.19	00:00:00	2219.85	2226.73	2187.76	2220.34	6172	0	410
2021.04.19	01:00:00	2220.34	2249.91	2210.78	2239.87	7870	0	419
2021.04.19	02:00:00	2239.31	2251.89	2222.92	2237.12	7501	0	408
2021.04.19	03:00:00	2237.14	2260.87	2199.24	2257.32	9608	0	434
2021.04.19	04:00:00	2258.10	2272.23	2237.39	2246.67	9110	0	414
2021.04.19	05:00:00	2246.67	2259.95	2231.62	2254.25	9439	0	400
2021.04.19	06:00:00	2254.25	2281.23	2243.42	2268.76	7526	0	400
2021.04.19	07:00:00	2268.76	2272.10	2255.90	2266.03	7746	0	400
2021.04.19	08:00:00	2266.02	2268.31	2234.08	2242.53	8485	0	400
2021.04.19	09:00:00	2241.95	2266.63	2236.96	2260.90	7581	0	406
2021.04.19	10:00:00	2261.14	2277.08	2254.29	2270.06	8015	0	400
2021.04.19	11:00:00	2268.38	2278.20	2241.50	2243.06	8045	0	421
2021.04.19	12:00:00	2242.73	2252.50	2227.43	2228.56	7686	0	412
2021.04.19	13:00:00	2228.83	2234.20	2198.65	2219.68	8932	0	400
2021.04.19	14:00:00	2219.36	2253.17	2215.32	2247.73	8062	0	422
2021.04.19	15:00:00	2247.57	2254.25	2218.51	2223.49	7836	0	400
2021.04.19	16:00:00	2223.42	2233.76	2197.21	2217.56	9208	0	444
2021.04.19	17:00:00	2217.56	2217.56	2117.22	2143.68	9150	0	454
2021.04.19	18:00:00	2143.36	2153.13	2076.09	2093.32	9068	0	556
2021.04.19	19:00:00	2093.67	2142.15	2080.91	2103.07	9986	0	505
2021.04.19	20:00:00	2103.07	2149.35	2087.59	2144.88	8584	0	417
2021.04.19	21:00:00	2144.89	2175.48	2143.00	2169.95	9642	0	404
2021.04.19	22:00:00	2169.65	2191.02	2155.87	2190.01	7853	0	417
2021.04.19	23:00:00	2190.05	2217.29	2174.41	2203.06	8162	0	423
2021.04.20	00:00:00	2203.80	2219.76	2177.64	2198.91	6149	0	400
2021.04.20	01:00:00	2199.03	2210.42	2178.92	2188.65	7508	0	451
2021.04.20	02:00:00	2188.65	2200.49	2150.57	2160.75	10490	0	486
2021.04.20	03:00:00	2161.30	2177.21	2065.10	2088.99	8952	0	504
2021.04.20	04:00:00	2087.89	2131.22	2078.54	2097.17	9589	0	478
2021.04.20	05:00:00	2097.61	2106.94	2048.80	2092.05	9409	0	471
2021.04.20	06:00:00	2092.48	2112.44	2076.25	2106.96	8357	0	420
2021.04.20	07:00:00	2106.96	2148.11	2098.96	2141.15	7996	0	439
2021.04.20	08:00:00	2141.15	2145.66	2109.26	2118.55	8215	0	403
2021.04.20	09:00:00	2118.55	2131.36	2059.99	2076.43	8373	0	466
2021.04.20	10:00:00	2076.43	2097.96	2055.06	2090.48	10473	0	489
2021.04.20	11:00:00	2090.83	2152.06	2086.23	2142.54	11009	0	466
2021.04.20	12:00:00	2142.54	2158.31	2128.56	2138.67	9206	0	401
2021.04.20	13:00:00	2138.67	2192.42	2136.12	2183.12	10347	0	430
2021.04.20	14:00:00	2183.65	2200.02	2174.00	2195.07	7648	0	400
2021.04.20	15:00:00	2195.07	2196.81	2164.23	2179.58	8357	0	448
2021.04.20	16:00:00	2179.59	2223.94	2178.33	2222.18	9552	0	414
2021.04.20	17:00:00	2222.18	2230.55	2165.54	2173.92	9055	0	440
2021.04.20	18:00:00	2174.15	2187.37	2138.60	2184.35	9693	0	452
2021.04.20	19:00:00	2184.80	2255.18	2171.06	2248.69	9569	0	477
2021.04.20	20:00:00	2249.28	2271.81	2235.10	2268.40	9559	0	459
2021.04.20	21:00:00	2269.80	2297.79	2254.00	2282.53	7777	0	438
2021.04.20	22:00:00	2282.53	2326.25	2274.16	2323.94	8279	0	435
2021.04.20	23:00:00	2323.94	2333.29	2294.09	2308.52	7653	0	442
2021.04.21	00:00:00	2312.85	2343.24	2301.18	2341.16	4496	0	443
2021.04.21	01:00:00	2341.16	2346.94	2298.90	2318.26	6348	0	406
2021.04.21	02:00:00	2318.26	2336.73	2313.58	2329.86	8066	0	439
2021.04.21	03:00:00	2329.86	2361.88	2279.39	2282.48	8714	0	443
2021.04.21	04:00:00	2282.48	2328.35	2279.25	2319.64	7345	0	400
2021.04.21	05:00:00	2319.75	2336.64	2303.00	2326.40	8559	0	418
2021.04.21	06:00:00	2326.44	2331.73	2280.81	2282.63	8840	0	412
2021.04.21	07:00:00	2281.68	2314.50	2271.02	2305.78	9133	0	400
2021.04.21	08:00:00	2305.51	2318.59	2279.73	2301.95	8806	0	457
2021.04.21	09:00:00	2301.95	2330.11	2284.28	2315.27	8668	0	406
2021.04.21	10:00:00	2314.62	2314.74	2282.16	2292.63	7468	0	446
2021.04.21	11:00:00	2292.63	2302.54	2259.92	2295.86	9959	0	448
2021.04.21	12:00:00	2295.27	2312.13	2282.45	2298.13	8107	0	436
2021.04.21	13:00:00	2297.84	2299.75	2252.75	2264.20	8320	0	436
2021.04.21	14:00:00	2264.20	2278.34	2235.59	2263.87	8878	0	450
2021.04.21	15:00:00	2263.87	2378.73	2256.69	2367.74	9526	0	522
2021.04.21	16:00:00	2367.74	2386.55	2357.00	2386.05	7926	0	431
2021.04.21	17:00:00	2386.84	2439.00	2359.59	2438.38	8112	0	439
2021.04.21	18:00:00	2438.39	2446.23	2405.57	2440.90	7428	0	499
2021.04.21	19:00:00	2440.90	2466.36	2420.37	2423.46	7488	0	470
2021.04.21	20:00:00	2424.11	2437.34	2402.30	2419.85	5791	0	426
2021.04.21	21:00:00	2419.62	2432.52	2395.09	2406.43	4583	0	461
2021.04.21	22:00:00	2406.43	2447.12	2406.12	2435.94	6199	0	448
2021.04.21	23:00:00	2436.00	2437.19	2388.36	2403.39	7086	0	478
2021.04.22	00:00:00	2403.60	2405.93	2371.59	2372.58	4564	0	409
2021.04.22	01:00:00	2372.58	2403.21	2341.23	2359.73	7341	0	472
2021.04.22	02:00:00	2359.82	2380.08	2333.61	2353.19	9018	0	502
2021.04.22	03:00:00	2353.19	2415.04	2311.64	2413.95	8440	0	554
2021.04.22	04:00:00	2412.21	2448.45	2397.13	2397.13	4869	0	456
2021.04.22	05:00:00	2397.13	2418.86	2338.40	2404.22	9370	0	400
2021.04.22	06:00:00	2403.15	2427.23	2375.30	2386.83	8126	0	446
2021.04.22	07:00:00	2386.97	2445.72	2384.28	2444.87	7270	0	400
2021.04.22	08:00:00	2444.35	2480.99	2422.35	2474.72	8354	0	400
2021.04.22	09:00:00	2473.92	2494.10	2461.46	2473.01	8522	0	400
2021.04.22	10:00:00	2473.69	2484.87	2443.24	2468.71	9448	0	420
2021.04.22	11:00:00	2468.71	2479.04	2409.43	2450.12	9821	0	400
2021.04.22	12:00:00	2450.05	2496.46	2430.54	2490.20	9702	0	400
2021.04.22	13:00:00	2490.21	2515.29	2474.42	2509.30	7587	0	400
2021.04.22	14:00:00	2509.30	2570.13	2505.00	2541.87	8773	0	400
2021.04.22	15:00:00	2541.87	2593.33	2541.87	2548.69	9305	0	400
2021.04.22	16:00:00	2548.68	2589.06	2537.55	2538.61	9757	0	400
2021.04.22	17:00:00	2538.74	2605.63	2538.74	2599.61	9535	0	400
2021.04.22	18:00:00	2599.61	2611.93	2574.17	2609.54	9362	0	400
2021.04.22	19:00:00	2609.40	2642.74	2602.28	2611.85	10111	0	400
2021.04.22	20:00:00	2611.85	2623.71	2521.00	2521.07	8916	0	400
2021.04.22	21:00:00	2520.50	2572.64	2497.57	2533.51	9934	0	400
2021.04.22	22:00:00	2534.66	2541.41	2463.41	2530.89	8417	0	400
2021.04.22	23:00:00	2528.80	2530.19	2371.11	2407.77	9384	0	400
2021.04.23	00:00:00	2364.23	2429.49	2299.36	2410.78	11938	0	627
2021.04.23	01:00:00	2410.86	2446.47	2383.63	2401.91	12309	0	400
2021.04.23	02:00:00	2401.71	2442.08	2388.11	2396.20	10717	0	520
2021.04.23	03:00:00	2396.20	2441.13	2358.50	2369.76	8928	0	400
2021.04.23	04:00:00	2369.76	2389.41	2250.19	2315.75	9514	0	400
2021.04.23	05:00:00	2315.01	2333.74	2115.01	2238.04	10038	0	400
2021.04.23	06:00:00	2243.33	2289.38	2218.40	2278.86	8934	0	442
2021.04.23	07:00:00	2278.86	2283.60	2193.92	2205.52	11031	0	400
2021.04.23	08:00:00	2205.52	2241.54	2127.79	2224.73	9952	0	400
2021.04.23	09:00:00	2224.85	2225.18	2150.80	2206.45	9945	0	400
2021.04.23	10:00:00	2206.45	2229.96	2115.59	2127.90	9989	0	400
2021.04.23	11:00:00	2127.90	2215.16	2103.50	2215.16	10771	0	400
2021.04.23	12:00:00	2215.16	2215.16	2155.46	2194.87	11675	0	400
2021.04.23	13:00:00	2194.21	2286.12	2186.29	2273.17	11213	0	400
2021.04.23	14:00:00	2273.53	2314.58	2255.21	2294.20	9823	0	400
2021.04.23	15:00:00	2294.09	2304.68	2235.58	2242.20	10537	0	400
2021.04.23	16:00:00	2242.41	2263.14	2192.86	2231.98	8978	0	400
2021.04.23	17:00:00	2231.98	2300.50	2216.97	2296.55	8759	0	400
2021.04.23	18:00:00	2296.79	2338.10	2250.66	2333.63	10557	0	400
2021.04.23	19:00:00	2333.63	2350.48	2298.50	2325.61	10301	0	400
2021.04.23	20:00:00	2325.62	2332.08	2279.39	2291.38	10983	0	400
2021.04.23	21:00:00	2292.28	2358.94	2282.04	2346.60	9200	0	400
2021.04.23	22:00:00	2345.51	2367.73	2333.01	2366.24	9977	0	400
2021.04.23	23:00:00	2365.75	2380.43	2314.42	2320.42	6997	0	400
2021.04.24	01:00:00	2307.88	2331.78	2300.63	2317.71	7475	0	417
2021.04.24	02:00:00	2317.71	2370.72	2316.91	2367.09	10370	0	431
2021.04.24	03:00:00	2367.36	2369.15	2246.62	2264.58	10956	0	485
2021.04.24	04:00:00	2264.47	2287.50	2258.01	2263.70	11219	0	433
2021.04.24	05:00:00	2263.82	2296.78	2226.45	2286.15	11676	0	478
2021.04.24	06:00:00	2286.19	2322.93	2285.31	2297.31	9673	0	449
2021.04.24	07:00:00	2296.68	2326.27	2280.24	2309.54	9859	0	494
2021.04.24	08:00:00	2308.75	2327.86	2292.88	2317.44	8825	0	413
2021.04.24	09:00:00	2317.44	2321.94	2274.88	2278.11	9458	0	428
2021.04.24	10:00:00	2278.11	2292.38	2262.09	2273.05	10015	0	457
2021.04.24	11:00:00	2273.29	2302.23	2264.31	2274.03	10341	0	421
2021.04.24	12:00:00	2274.03	2277.51	2247.36	2249.40	9708	0	444
2021.04.24	13:00:00	2250.02	2251.55	2183.07	2185.71	9638	0	534
2021.04.24	14:00:00	2186.06	2221.77	2153.00	2177.66	9943	0	480
2021.04.24	15:00:00	2177.99	2241.17	2161.92	2226.68	9653	0	494
2021.04.24	16:00:00	2226.68	2233.52	2207.74	2214.83	8330	0	444
2021.04.25	00:00:00	2291.30	2294.35	2270.94	2284.88	6141	0	400
2021.04.25	01:00:00	2284.88	2290.75	2232.90	2238.50	8797	0	462
2021.04.25	02:00:00	2238.50	2261.13	2197.10	2212.33	10566	0	481
2021.04.25	03:00:00	2215.97	2243.87	2201.00	2215.31	9095	0	487
2021.04.25	04:00:00	2215.67	2249.70	2214.44	2237.54	9742	0	431
2021.04.25	05:00:00	2237.55	2250.90	2231.58	2243.77	6983	0	400
2021.04.25	06:00:00	2243.40	2245.48	2180.14	2186.77	9780	0	414
2021.04.25	07:00:00	2186.78	2196.46	2167.67	2187.02	5336	0	417
2021.04.25	08:00:00	2187.02	2207.39	2185.98	2200.59	4730	0	417
2021.04.25	09:00:00	2200.72	2208.14	2177.21	2178.39	5263	0	400
2021.04.25	10:00:00	2178.39	2196.67	2160.54	2194.14	6556	0	417
2021.04.25	11:00:00	2194.46	2233.93	2183.84	2228.69	5733	0	404
2021.04.25	12:00:00	2228.69	2255.60	2193.69	2252.99	7374	0	417
2021.04.25	13:00:00	2253.11	2288.58	2234.00	2259.31	7295	0	469
2021.04.25	14:00:00	2259.31	2291.76	2253.38	2286.24	4395	0	474
2021.04.25	15:00:00	2286.24	2324.53	2279.47	2320.77	9803	0	428
2021.04.25	16:00:00	2320.77	2322.17	2300.30	2316.32	8622	0	429
2021.04.25	17:00:00	2316.33	2347.03	2303.21	2344.58	9212	0	434
2021.04.25	18:00:00	2344.71	2356.58	2333.03	2342.55	8206	0	422
