<DATE>	<TIME>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2018.06.29	02:00:00	418.00	418.50	417.00	417.00	11	0	550
2018.06.29	03:00:00	417.00	421.50	417.00	420.50	284	0	450
2018.06.29	04:00:00	421.00	422.00	417.50	417.50	161	0	450
2018.06.29	05:00:00	417.50	420.00	417.00	419.00	203	0	450
2018.06.29	06:00:00	418.50	419.00	418.00	418.00	81	0	500
2018.06.29	07:00:00	418.50	418.50	412.50	413.00	231	0	450
2018.06.29	08:00:00	413.00	417.50	404.50	415.00	416	0	450
2018.06.29	09:00:00	415.00	415.50	412.00	414.00	151	0	450
2018.06.29	10:00:00	414.50	414.50	410.25	413.00	157	0	450
2018.06.29	11:00:00	412.50	415.50	411.50	412.00	175	0	450
2018.06.29	12:00:00	412.00	414.50	411.50	414.50	113	0	450
2018.06.29	13:00:00	415.00	415.00	411.50	412.00	207	0	450
2018.06.29	14:00:00	412.00	412.50	406.50	407.00	157	0	425
2018.06.29	15:00:00	406.50	408.50	406.00	407.00	99	0	450
2018.06.29	16:00:00	407.00	407.00	402.50	405.50	243	0	450
2018.06.29	17:00:00	405.50	412.00	405.50	411.50	197	0	450
2018.06.29	18:00:00	411.00	411.00	406.50	411.00	135	0	500
2018.06.29	19:00:00	411.00	411.00	408.00	408.00	141	0	500
2018.06.29	20:00:00	408.50	410.50	408.00	409.00	98	0	450
2018.06.29	21:00:00	408.50	410.00	407.50	407.50	104	0	415
2018.06.29	22:00:00	407.50	407.50	404.50	406.00	162	0	450
2018.06.29	23:00:00	406.50	411.00	406.50	410.00	186	0	450
2018.07.02	00:00:00	449.53	450.55	447.50	450.41	390	0	0
2018.07.02	01:00:00	450.44	450.50	448.50	449.00	225	0	392
2018.07.02	02:00:00	448.50	450.50	447.50	449.00	134	0	500
2018.07.02	03:00:00	449.00	449.50	445.50	449.00	205	0	450
2018.07.02	04:00:00	448.50	448.50	446.00	447.00	247	0	500
2018.07.02	05:00:00	447.50	449.00	447.00	448.50	297	0	500
2018.07.02	06:00:00	448.50	448.50	445.00	447.00	196	0	500
2018.07.02	07:00:00	446.50	447.00	443.00	443.50	187	0	450
2018.07.02	08:00:00	444.00	445.00	443.00	443.50	216	0	450
2018.07.02	09:00:00	443.00	446.00	441.00	444.50	420	0	450
2018.07.02	10:00:00	444.50	448.50	444.00	448.00	266	0	425
2018.07.02	11:00:00	448.50	450.00	445.00	447.00	291	0	410
2018.07.02	12:00:00	447.00	447.50	445.00	445.50	318	0	500
2018.07.02	13:00:00	446.00	448.50	445.50	446.50	362	0	500
2018.07.02	14:00:00	447.00	448.50	446.50	447.50	374	0	450
2018.07.02	15:00:00	448.00	448.00	446.00	446.00	210	0	500
2018.07.02	16:00:00	446.50	472.50	446.50	468.50	659	0	401
2018.07.02	17:00:00	468.00	474.50	467.00	468.00	670	0	450
2018.07.02	18:00:00	468.00	471.50	468.00	471.50	608	0	500
2018.07.02	19:00:00	471.00	473.50	467.00	469.00	413	0	450
2018.07.02	20:00:00	469.00	469.50	469.00	469.00	200	0	500
2018.07.02	21:00:00	469.00	472.50	468.00	472.50	143	0	450
2018.07.02	22:00:00	472.00	477.50	471.00	474.00	345	0	450
2018.07.02	23:00:00	474.00	474.50	472.00	472.50	110	0	450
2018.07.03	00:00:00	473.07	479.86	472.00	478.96	726	0	172
2018.07.03	01:00:00	479.06	479.31	473.50	474.50	230	0	455
2018.07.03	02:00:00	475.00	475.00	472.00	473.50	184	0	441
2018.07.03	03:00:00	473.00	474.00	470.50	470.50	209	0	450
2018.07.03	04:00:00	470.50	471.50	469.50	470.50	207	0	500
2018.07.03	05:00:00	471.00	475.50	470.50	474.00	263	0	450
2018.07.03	06:00:00	474.00	480.50	473.50	476.50	279	0	416
2018.07.03	07:00:00	477.00	483.50	477.00	479.50	194	0	450
2018.07.03	08:00:00	479.50	480.50	478.00	478.00	105	0	450
2018.07.03	09:00:00	477.50	477.50	475.00	477.00	304	0	450
2018.07.03	10:00:00	477.50	478.00	476.00	477.00	273	0	450
2018.07.03	11:00:00	477.00	477.00	473.00	474.50	313	0	450
2018.07.03	12:00:00	474.00	476.00	472.00	473.50	205	0	401
2018.07.03	13:00:00	473.50	473.50	462.50	467.00	373	0	450
2018.07.03	14:00:00	467.00	471.00	463.50	470.50	239	0	450
2018.07.03	15:00:00	470.00	470.50	467.50	468.50	229	0	450
2018.07.03	16:00:00	468.50	468.50	463.50	465.50	244	0	450
2018.07.03	17:00:00	465.50	465.50	463.50	465.50	182	0	450
2018.07.03	18:00:00	465.00	467.00	463.50	465.50	206	0	450
2018.07.03	19:00:00	466.00	467.50	464.50	467.00	148	0	450
2018.07.03	20:00:00	466.50	467.00	463.50	464.50	272	0	450
2018.07.03	21:00:00	464.50	464.50	463.50	463.50	371	0	450
2018.07.03	22:00:00	463.50	468.50	460.00	466.50	207	0	450
2018.07.03	23:00:00	466.50	467.50	464.50	466.50	143	0	450
2018.07.04	00:00:00	468.07	468.19	465.00	467.17	1355	0	393
2018.07.04	01:00:00	467.20	468.30	458.00	459.00	797	0	399
2018.07.04	02:00:00	458.50	460.50	457.00	459.00	490	0	550
2018.07.04	03:00:00	459.00	461.00	452.50	453.50	300	0	450
2018.07.04	04:00:00	453.50	454.50	449.50	453.50	157	0	450
2018.07.04	05:00:00	453.50	455.00	452.50	455.00	163	0	450
2018.07.04	06:00:00	455.00	455.50	454.00	454.50	117	0	450
2018.07.04	07:00:00	455.00	455.50	454.50	455.50	74	0	450
2018.07.04	08:00:00	455.50	457.00	454.50	456.00	71	0	450
2018.07.04	09:00:00	456.00	458.50	456.00	457.50	204	0	500
2018.07.04	10:00:00	457.50	460.00	457.50	458.50	129	0	450
2018.07.04	11:00:00	458.50	464.50	458.00	461.50	229	0	450
2018.07.04	12:00:00	461.50	464.00	460.50	463.50	170	0	450
2018.07.04	13:00:00	464.00	464.50	461.50	461.50	135	0	450
2018.07.04	14:00:00	461.50	463.00	460.50	462.50	86	0	450
2018.07.04	15:00:00	462.50	468.50	462.50	467.50	255	0	450
2018.07.04	16:00:00	467.50	480.50	466.50	473.50	432	0	450
2018.07.04	17:00:00	473.50	474.50	471.00	473.50	299	0	450
2018.07.04	18:00:00	473.50	474.00	470.00	470.50	138	0	450
2018.07.04	19:00:00	470.00	471.00	468.00	469.50	255	0	500
2018.07.04	20:00:00	469.50	471.50	469.50	471.00	134	0	500
2018.07.04	21:00:00	470.50	472.50	469.50	470.50	187	0	450
2018.07.04	22:00:00	470.50	471.00	469.50	471.00	151	0	450
2018.07.04	23:00:00	471.50	472.00	470.50	471.50	222	0	450
2018.07.05	00:00:00	472.97	473.21	470.50	472.28	284	0	425
2018.07.05	01:00:00	471.50	472.00	460.00	463.50	359	0	450
2018.07.05	02:00:00	463.50	464.50	460.50	464.00	463	0	550
2018.07.05	03:00:00	463.50	464.00	458.50	463.00	398	0	450
2018.07.05	04:00:00	463.50	472.50	463.00	470.00	298	0	450
2018.07.05	05:00:00	470.00	471.00	465.50	467.00	337	0	437
2018.07.05	06:00:00	467.50	469.50	466.00	467.50	327	0	500
2018.07.05	07:00:00	467.50	470.50	467.00	470.00	408	0	500
2018.07.05	08:00:00	469.50	473.00	466.00	468.50	517	0	450
2018.07.05	09:00:00	468.50	469.00	467.00	468.00	435	0	500
2018.07.05	10:00:00	467.50	469.50	467.00	469.00	363	0	500
2018.07.05	11:00:00	468.50	469.50	467.50	469.50	193	0	450
2018.07.05	12:00:00	469.00	472.00	466.50	472.00	428	0	450
2018.07.05	13:00:00	471.50	474.00	470.00	473.00	525	0	500
2018.07.05	14:00:00	473.00	475.50	470.00	470.00	453	0	450
2018.07.05	15:00:00	470.00	474.00	467.50	473.00	424	0	434
2018.07.05	16:00:00	472.50	473.50	467.00	468.00	435	0	450
2018.07.05	17:00:00	468.00	468.00	464.00	464.50	384	0	450
2018.07.05	18:00:00	465.00	469.00	461.50	468.50	405	0	500
2018.07.05	19:00:00	468.50	471.00	466.00	467.00	353	0	450
2018.07.05	20:00:00	466.50	468.00	462.50	465.00	623	0	500
2018.07.05	21:00:00	464.50	466.00	457.50	459.00	544	0	450
2018.07.05	22:00:00	458.50	461.00	456.00	460.00	433	0	450
2018.07.05	23:00:00	459.50	461.00	458.50	460.00	349	0	500
2018.07.06	00:00:00	461.44	462.39	459.50	460.00	23	0	404
2018.07.06	01:00:00	460.50	464.50	459.50	464.00	337	0	500
2018.07.06	02:00:00	464.00	466.50	462.50	464.50	302	0	500
2018.07.06	03:00:00	464.50	466.00	463.50	463.50	240	0	500
2018.07.06	04:00:00	463.50	464.50	462.00	462.50	234	0	500
2018.07.06	05:00:00	463.00	466.50	463.00	466.50	297	0	500
2018.07.06	06:00:00	466.00	466.50	464.00	464.00	247	0	550
2018.07.06	07:00:00	464.50	465.50	462.00	464.00	329	0	500
2018.07.06	08:00:00	464.50	465.00	460.50	460.50	329	0	500
2018.07.06	09:00:00	460.00	460.00	453.50	453.50	307	0	450
2018.07.06	10:00:00	453.50	455.50	449.00	454.00	496	0	450
2018.07.06	11:00:00	453.50	460.50	453.50	456.50	471	0	450
2018.07.06	12:00:00	456.50	458.50	454.00	454.00	302	0	450
2018.07.06	13:00:00	454.50	459.50	454.00	459.00	340	0	500
2018.07.06	14:00:00	459.50	460.50	458.00	460.00	337	0	500
2018.07.06	15:00:00	460.50	467.50	460.50	467.50	464	0	419
2018.07.06	16:00:00	467.00	467.50	464.00	465.00	201	0	450
2018.07.06	17:00:00	464.50	466.00	464.50	464.50	203	0	500
2018.07.06	18:00:00	465.00	466.00	463.50	465.00	491	0	500
2018.07.06	19:00:00	464.50	465.00	464.00	464.50	276	0	550
2018.07.06	20:00:00	464.50	472.50	464.50	469.00	518	0	401
2018.07.06	21:00:00	469.00	470.50	465.00	467.50	427	0	500
2018.07.06	22:00:00	467.00	468.00	465.50	466.00	269	0	500
2018.07.06	23:00:00	466.50	467.50	465.50	465.50	189	0	500
2018.07.09	00:00:00	483.00	487.43	483.00	485.00	120	0	401
2018.07.09	01:00:00	486.73	487.50	485.50	487.50	151	0	437
2018.07.09	02:00:00	487.00	487.50	482.50	483.00	366	0	450
2018.07.09	03:00:00	482.50	485.50	482.00	484.50	268	0	500
2018.07.09	04:00:00	484.50	484.50	480.00	480.50	286	0	500
2018.07.09	05:00:00	480.50	480.50	476.50	477.00	291	0	500
2018.07.09	06:00:00	476.50	480.00	476.50	479.50	147	0	500
2018.07.09	07:00:00	479.50	480.00	478.00	478.00	143	0	500
2018.07.09	08:00:00	478.50	478.50	477.00	477.00	139	0	500
2018.07.09	09:00:00	477.00	480.00	477.00	478.50	251	0	500
2018.07.09	10:00:00	478.00	482.50	478.00	481.00	256	0	405
2018.07.09	11:00:00	480.50	481.00	479.00	479.50	382	0	500
2018.07.09	12:00:00	479.00	479.50	475.50	477.50	478	0	450
2018.07.09	13:00:00	477.50	478.50	477.00	477.50	148	0	500
2018.07.09	14:00:00	477.50	481.50	477.00	479.50	280	0	450
2018.07.09	15:00:00	479.50	479.50	476.00	476.50	313	0	500
2018.07.09	16:00:00	476.50	479.00	476.00	479.00	356	0	450
2018.07.09	17:00:00	478.50	479.00	477.00	478.50	383	0	500
2018.07.09	18:00:00	479.00	479.00	476.00	476.50	274	0	500
2018.07.09	19:00:00	476.50	476.50	472.00	475.00	367	0	500
2018.07.09	20:00:00	474.50	475.50	469.50	473.00	442	0	500
2018.07.09	21:00:00	472.50	473.00	471.00	472.50	225	0	450
2018.07.09	22:00:00	472.50	474.50	472.50	473.50	150	0	500
2018.07.09	23:00:00	473.50	474.00	472.50	473.00	151	0	500
2018.07.10	00:00:00	474.02	474.64	472.00	474.00	142	0	423
2018.07.10	01:00:00	474.50	481.50	473.50	474.00	322	0	450
2018.07.10	02:00:00	474.50	475.50	465.50	469.00	337	0	450
2018.07.10	03:00:00	468.50	470.50	465.00	468.50	273	0	450
2018.07.10	04:00:00	469.00	469.50	467.00	467.00	273	0	500
2018.07.10	05:00:00	467.00	467.50	456.00	456.00	346	0	450
2018.07.10	06:00:00	455.50	460.50	455.00	456.00	265	0	450
2018.07.10	07:00:00	455.50	461.00	455.00	460.00	278	0	450
2018.07.10	08:00:00	460.00	460.50	453.50	456.00	348	0	450
2018.07.10	09:00:00	456.00	456.00	451.00	454.50	380	0	428
2018.07.10	10:00:00	454.50	455.00	453.00	454.00	161	0	500
2018.07.10	11:00:00	454.00	456.50	452.50	453.50	198	0	450
2018.07.10	12:00:00	454.00	454.00	443.00	443.00	409	0	450
2018.07.10	13:00:00	443.50	446.50	442.00	445.50	308	0	450
2018.07.10	14:00:00	445.50	446.00	425.00	432.00	418	0	403
2018.07.10	15:00:00	432.50	433.50	429.50	432.50	420	0	450
2018.07.10	16:00:00	432.50	439.00	431.50	437.50	246	0	450
2018.07.10	17:00:00	437.50	438.00	431.50	437.50	225	0	450
2018.07.10	18:00:00	437.50	438.50	436.00	437.50	167	0	450
2018.07.10	19:00:00	437.50	440.50	433.50	435.50	253	0	450
2018.07.10	20:00:00	435.50	435.50	431.50	432.00	195	0	450
2018.07.10	21:00:00	431.50	436.50	431.50	434.50	171	0	450
2018.07.10	22:00:00	435.00	435.50	433.50	435.00	140	0	450
2018.07.10	23:00:00	435.50	438.00	435.00	438.00	106	0	450
2018.07.11	00:00:00	438.50	439.50	437.50	437.50	85	0	437
2018.07.11	01:00:00	437.50	437.50	434.50	435.00	204	0	500
2018.07.11	02:00:00	434.50	435.00	426.50	430.00	394	0	450
2018.07.11	03:00:00	429.50	438.00	428.50	437.00	417	0	450
2018.07.11	04:00:00	437.00	437.50	435.00	436.00	338	0	500
2018.07.11	05:00:00	435.50	436.00	434.00	435.00	332	0	500
2018.07.11	06:00:00	435.00	435.50	429.00	430.00	262	0	450
2018.07.11	07:00:00	430.00	432.50	428.50	431.00	280	0	450
2018.07.11	08:00:00	431.00	431.00	425.00	429.00	345	0	450
2018.07.11	09:00:00	428.50	429.00	422.50	425.50	317	0	450
2018.07.11	10:00:00	425.50	435.00	425.50	433.50	284	0	425
2018.07.11	11:00:00	433.50	436.50	433.50	436.50	205	0	500
2018.07.11	12:00:00	437.00	437.00	433.00	434.50	236	0	450
2018.07.11	13:00:00	435.00	437.00	433.50	436.50	271	0	450
2018.07.11	14:00:00	437.00	444.00	436.50	440.50	260	0	450
2018.07.11	15:00:00	441.00	442.50	437.00	439.00	282	0	450
2018.07.11	16:00:00	439.50	442.00	439.00	440.50	208	0	450
2018.07.11	17:00:00	440.00	440.50	437.00	439.00	321	0	450
2018.07.11	18:00:00	438.50	439.00	436.00	437.00	231	0	500
2018.07.11	19:00:00	437.00	437.00	433.00	435.00	256	0	500
2018.07.11	20:00:00	435.50	437.00	434.00	435.00	203	0	500
2018.07.11	21:00:00	435.00	435.00	433.50	434.00	137	0	500
2018.07.11	22:00:00	433.50	434.00	430.00	433.50	309	0	450
2018.07.11	23:00:00	434.00	437.00	433.00	435.00	237	0	500
2018.07.12	00:00:00	435.49	437.95	435.00	435.50	65	0	437
2018.07.12	01:00:00	436.50	438.99	436.00	438.00	166	0	401
2018.07.12	02:00:00	439.00	444.50	438.00	442.50	217	0	450
2018.07.12	03:00:00	442.50	443.50	438.50	440.00	145	0	450
2018.07.12	04:00:00	440.00	440.00	436.50	436.50	129	0	450
2018.07.12	05:00:00	436.00	437.00	435.00	435.50	191	0	450
2018.07.12	06:00:00	436.00	438.50	435.50	438.50	134	0	450
2018.07.12	07:00:00	438.50	438.50	436.50	436.50	177	0	500
2018.07.12	08:00:00	436.00	437.00	435.00	437.00	143	0	450
2018.07.12	09:00:00	436.50	437.00	429.00	431.50	426	0	450
2018.07.12	10:00:00	432.00	432.00	426.50	429.50	317	0	450
2018.07.12	11:00:00	429.50	431.50	428.00	431.50	240	0	450
2018.07.12	12:00:00	431.50	433.00	430.50	431.00	296	0	500
2018.07.12	13:00:00	431.00	431.00	427.00	428.25	261	0	425
2018.07.12	14:00:00	428.25	429.50	424.00	426.50	207	0	425
2018.07.12	15:00:00	426.50	430.00	426.00	428.50	151	0	450
2018.07.12	16:00:00	429.00	429.00	426.50	427.00	139	0	500
2018.07.12	17:00:00	427.00	428.00	427.00	427.00	121	0	500
2018.07.12	18:00:00	427.00	427.50	425.00	427.50	168	0	450
2018.07.12	19:00:00	427.50	431.50	427.50	430.50	241	0	450
2018.07.12	20:00:00	430.50	431.50	427.50	428.00	95	0	450
2018.07.12	21:00:00	428.00	428.00	426.00	427.00	113	0	450
2018.07.12	22:00:00	427.00	427.00	424.50	425.50	147	0	450
2018.07.12	23:00:00	425.50	426.50	424.00	424.50	85	0	450
2018.07.13	00:00:00	425.21	425.21	421.50	422.50	61	0	437
2018.07.13	01:00:00	423.00	424.00	420.50	422.00	148	0	500
2018.07.13	02:00:00	422.00	428.50	415.00	428.50	369	0	401
2018.07.13	03:00:00	428.00	432.50	427.00	429.50	361	0	450
2018.07.13	04:00:00	430.00	431.50	429.50	430.50	163	0	500
2018.07.13	05:00:00	430.50	433.00	430.50	432.50	181	0	450
2018.07.13	06:00:00	433.00	435.50	433.00	435.00	179	0	450
2018.07.13	07:00:00	434.50	435.50	432.50	433.00	116	0	450
2018.07.13	08:00:00	432.50	433.50	432.00	433.50	134	0	500
2018.07.13	09:00:00	434.00	434.50	431.00	432.00	215	0	450
2018.07.13	10:00:00	432.00	434.00	432.00	434.00	105	0	450
2018.07.13	11:00:00	434.50	435.00	433.50	434.50	164	0	450
2018.07.13	12:00:00	434.50	435.00	434.00	434.00	245	0	450
2018.07.13	13:00:00	434.50	435.00	433.50	434.00	121	0	500
2018.07.13	14:00:00	434.50	434.50	434.00	434.50	130	0	500
2018.07.13	15:00:00	435.00	439.50	434.50	438.00	124	0	450
2018.07.13	16:00:00	438.00	438.00	433.00	434.00	256	0	450
2018.07.13	17:00:00	434.00	436.00	433.00	434.00	145	0	450
2018.07.13	18:00:00	433.50	436.00	433.50	435.50	247	0	445
2018.07.13	19:00:00	435.50	436.50	434.00	435.00	256	0	450
2018.07.13	20:00:00	435.50	435.50	433.50	434.00	185	0	450
2018.07.13	21:00:00	434.50	439.00	431.50	432.00	382	0	450
2018.07.13	22:00:00	432.50	432.50	425.50	427.00	500	0	450
2018.07.13	23:00:00	426.50	430.50	423.00	427.00	415	0	450
2018.07.16	00:00:00	450.91	450.91	449.00	449.50	244	0	402
2018.07.16	01:00:00	449.50	449.50	446.00	447.00	197	0	450
2018.07.16	02:00:00	447.00	447.50	445.50	446.50	149	0	500
2018.07.16	03:00:00	447.00	449.00	445.00	445.50	169	0	450
2018.07.16	04:00:00	445.50	445.50	444.00	444.00	67	0	450
2018.07.16	05:00:00	444.00	444.00	442.00	444.00	200	0	450
2018.07.16	06:00:00	443.50	446.00	443.50	445.00	96	0	450
2018.07.16	07:00:00	444.50	444.50	444.00	444.00	81	0	450
2018.07.16	08:00:00	444.00	445.50	444.00	445.50	209	0	450
2018.07.16	09:00:00	446.00	451.50	445.50	451.00	210	0	450
2018.07.16	10:00:00	451.00	452.50	448.50	449.50	340	0	450
2018.07.16	11:00:00	449.50	452.50	449.00	451.00	215	0	450
2018.07.16	12:00:00	450.50	464.50	450.00	464.00	479	0	403
2018.07.16	13:00:00	465.00	466.00	462.00	465.50	452	0	450
2018.07.16	14:00:00	466.00	474.50	464.50	470.50	497	0	450
2018.07.16	15:00:00	471.00	474.00	468.00	469.50	334	0	450
2018.07.16	16:00:00	470.00	472.50	468.50	468.50	312	0	450
2018.07.16	17:00:00	468.50	472.00	468.00	471.50	205	0	449
2018.07.16	18:00:00	472.00	474.50	470.00	471.00	337	0	450
2018.07.16	19:00:00	471.00	473.50	469.50	469.50	165	0	450
2018.07.16	20:00:00	469.50	477.50	469.50	474.50	378	0	440
2018.07.16	21:00:00	474.50	475.50	471.00	471.50	278	0	450
2018.07.16	22:00:00	471.00	476.50	471.00	476.00	181	0	450
2018.07.16	23:00:00	475.50	475.50	473.50	473.50	185	0	450
2018.07.17	00:00:00	474.54	474.54	472.50	473.50	149	0	390
2018.07.17	01:00:00	473.50	474.50	472.00	472.50	155	0	450
2018.07.17	02:00:00	472.50	478.00	472.00	477.00	259	0	440
2018.07.17	03:00:00	476.00	477.50	474.00	477.50	219	0	450
2018.07.17	04:00:00	477.50	477.50	473.50	474.50	283	0	450
2018.07.17	05:00:00	474.50	475.50	473.50	475.50	98	0	450
2018.07.17	06:00:00	475.50	477.00	475.00	477.00	63	0	450
2018.07.17	07:00:00	477.50	479.50	472.50	472.50	285	0	450
2018.07.17	08:00:00	472.00	473.00	470.00	470.00	387	0	450
2018.07.17	09:00:00	470.00	470.00	468.00	469.50	209	0	450
2018.07.17	10:00:00	469.50	470.50	469.50	470.50	22	0	500
2018.07.18	08:00:00	500.50	502.00	500.00	501.50	116	0	450
2018.07.18	09:00:00	502.00	502.00	500.00	500.50	163	0	450
2018.07.18	10:00:00	501.00	502.00	497.50	501.50	339	0	450
2018.07.18	11:00:00	502.00	502.00	493.00	495.00	424	0	450
2018.07.18	12:00:00	495.50	496.50	493.50	495.50	300	0	450
2018.07.18	13:00:00	496.00	497.50	493.50	495.50	311	0	450
2018.07.18	14:00:00	496.00	496.50	494.50	495.00	242	0	450
2018.07.18	15:00:00	495.00	497.50	493.50	494.50	327	0	450
2018.07.18	16:00:00	495.00	495.50	489.00	491.00	360	0	450
2018.07.18	17:00:00	491.50	495.00	490.50	491.00	426	0	450
2018.07.18	18:00:00	491.00	491.50	486.50	491.00	312	0	450
2018.07.18	19:00:00	491.00	493.00	489.00	490.00	397	0	450
2018.07.18	20:00:00	490.00	493.50	488.50	493.50	246	0	450
2018.07.18	21:00:00	493.50	497.00	486.00	487.50	459	0	450
2018.07.18	22:00:00	487.50	487.50	479.50	481.00	349	0	449
2018.07.18	23:00:00	480.50	481.00	467.00	471.50	514	0	449
2018.07.19	00:00:00	471.40	473.50	469.80	473.00	209	0	401
2018.07.19	01:00:00	473.00	478.00	469.50	478.00	302	0	450
2018.07.19	02:00:00	478.00	479.00	474.50	477.00	208	0	449
2018.07.19	03:00:00	477.00	477.00	470.50	472.50	231	0	450
2018.07.19	04:00:00	472.50	472.50	467.50	470.50	332	0	450
2018.07.19	05:00:00	470.00	473.00	469.00	472.50	124	0	450
2018.07.19	06:00:00	472.50	474.00	472.50	472.50	154	0	450
2018.07.19	07:00:00	472.50	473.50	472.00	472.50	108	0	450
2018.07.19	08:00:00	472.50	472.50	472.00	472.50	116	0	450
2018.07.19	09:00:00	473.00	475.50	473.00	474.00	120	0	450
2018.07.19	10:00:00	474.50	474.50	473.50	473.50	169	0	450
2018.07.19	11:00:00	473.50	474.00	473.50	473.50	50	0	450
2018.07.19	12:00:00	473.50	477.50	473.50	477.00	170	0	450
2018.07.19	13:00:00	477.50	477.50	474.50	474.50	313	0	450
2018.07.19	14:00:00	474.00	478.00	474.00	477.50	154	0	450
2018.07.19	15:00:00	478.00	481.00	478.00	479.00	331	0	450
2018.07.19	16:00:00	479.50	480.50	473.00	478.50	354	0	440
2018.07.19	17:00:00	478.00	478.00	469.50	471.00	345	0	450
2018.07.19	18:00:00	471.50	472.50	463.00	465.50	355	0	450
2018.07.19	19:00:00	465.50	466.00	460.00	461.00	385	0	450
2018.07.19	20:00:00	460.50	465.50	460.50	465.00	433	0	450
2018.07.19	21:00:00	464.50	467.50	464.00	465.50	434	0	500
2018.07.19	22:00:00	465.50	468.50	464.50	465.00	339	0	500
2018.07.19	23:00:00	464.50	466.00	463.50	464.50	371	0	450
2018.07.20	00:00:00	464.87	467.04	464.00	464.50	177	0	396
2018.07.20	01:00:00	464.50	474.50	464.50	466.00	388	0	450
2018.07.20	02:00:00	466.50	468.00	464.00	466.00	271	0	500
2018.07.20	03:00:00	466.00	466.00	458.00	458.00	335	0	450
2018.07.20	04:00:00	458.00	462.00	457.00	462.00	152	0	450
2018.07.20	05:00:00	461.50	465.00	461.00	464.00	142	0	450
2018.07.20	06:00:00	464.50	464.50	462.50	463.50	113	0	450
2018.07.20	07:00:00	463.50	463.50	460.00	460.00	145	0	450
2018.07.20	08:00:00	460.00	460.00	456.00	457.00	203	0	450
2018.07.20	09:00:00	456.50	456.50	450.00	453.00	248	0	450
2018.07.20	10:00:00	453.50	456.00	453.00	456.00	289	0	450
2018.07.20	11:00:00	456.00	466.50	456.00	462.50	353	0	450
2018.07.20	12:00:00	463.00	463.00	459.00	459.50	245	0	450
2018.07.20	13:00:00	460.00	461.00	458.50	460.50	171	0	450
2018.07.20	14:00:00	461.00	462.50	459.50	462.00	242	0	450
2018.07.20	15:00:00	462.50	462.50	458.50	460.00	179	0	450
2018.07.20	16:00:00	460.50	461.00	459.50	460.50	176	0	450
2018.07.20	17:00:00	460.50	462.50	459.00	460.50	164	0	450
2018.07.20	18:00:00	461.00	462.00	454.50	455.00	127	0	450
2018.07.20	19:00:00	455.50	466.00	455.00	455.00	441	0	450
2018.07.20	20:00:00	455.50	456.50	447.50	447.50	437	0	450
2018.07.20	21:00:00	447.00	450.50	445.50	450.00	358	0	450
2018.07.20	22:00:00	449.50	450.00	441.50	442.50	339	0	450
2018.07.20	23:00:00	442.50	444.50	440.00	442.50	194	0	450
2018.07.23	00:00:00	461.37	463.00	452.00	453.50	187	0	157
2018.07.23	01:00:00	452.50	456.00	451.50	455.50	310	0	450
2018.07.23	02:00:00	455.00	455.50	453.50	455.00	157	0	450
2018.07.23	03:00:00	455.00	456.50	452.00	456.50	113	0	450
2018.07.23	04:00:00	456.50	460.00	456.00	459.50	78	0	450
2018.07.23	05:00:00	459.50	465.50	458.50	463.00	446	0	450
2018.07.23	06:00:00	463.50	464.50	462.00	463.00	238	0	450
2018.07.23	07:00:00	463.50	467.00	463.00	465.50	242	0	450
2018.07.23	08:00:00	465.00	465.50	462.50	463.50	207	0	450
2018.07.23	09:00:00	463.50	465.50	462.00	463.50	296	0	450
2018.07.23	10:00:00	464.00	465.00	461.00	462.00	249	0	450
2018.07.23	11:00:00	462.50	462.50	455.50	460.00	338	0	450
2018.07.23	12:00:00	460.50	461.50	457.50	461.50	271	0	450
2018.07.23	13:00:00	462.00	462.00	459.50	460.00	162	0	450
2018.07.23	14:00:00	460.00	460.50	458.00	459.00	195	0	450
2018.07.23	15:00:00	459.00	459.50	457.50	458.50	152	0	450
2018.07.23	16:00:00	458.50	459.50	457.50	459.00	111	0	450
2018.07.23	17:00:00	459.50	459.50	457.50	458.50	168	0	450
2018.07.23	18:00:00	459.00	460.50	458.00	460.00	165	0	450
2018.07.23	19:00:00	459.50	460.50	451.50	452.00	242	0	450
2018.07.23	20:00:00	452.00	452.50	449.50	449.50	303	0	450
2018.07.23	21:00:00	449.50	454.50	448.00	451.50	536	0	450
2018.07.23	22:00:00	452.00	453.00	447.50	448.00	331	0	450
2018.07.23	23:00:00	448.00	449.00	444.50	445.00	265	0	450
2018.07.24	00:00:00	445.94	449.44	445.00	447.50	220	0	357
2018.07.24	01:00:00	448.00	449.50	447.50	447.50	166	0	450
2018.07.24	02:00:00	447.00	447.00	444.50	447.00	197	0	450
2018.07.24	03:00:00	447.50	447.50	445.50	446.50	130	0	450
2018.07.24	04:00:00	447.00	449.00	446.50	447.00	424	0	450
2018.07.24	05:00:00	446.50	450.00	446.50	448.00	273	0	450
2018.07.24	06:00:00	448.50	449.50	446.50	447.50	360	0	450
2018.07.24	07:00:00	447.50	452.50	447.50	448.50	378	0	450
2018.07.24	08:00:00	448.50	459.50	447.00	459.50	474	0	450
2018.07.24	09:00:00	460.00	466.50	460.00	461.50	249	0	450
2018.07.24	10:00:00	461.50	474.50	461.50	469.00	439	0	450
2018.07.24	11:00:00	469.00	470.50	463.50	465.00	229	0	450
2018.07.24	12:00:00	465.50	469.00	465.00	467.50	192	0	450
